time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-20T20:00:24.770Z,32.7786667,-116.8851667,-0.43,1.17,ml,10,87,0.06458,0.17,ci,ci39471871,2020-11-20T21:22:23.340Z,"6km SE of Bostonia, CA",quarry blast,0.44,31.61,0.134,5,reviewed,ci,ci
2020-11-20T19:57:05.620Z,38.7845001,-122.7298355,1.17,1.34,md,23,56,0.00553,0.06,nc,nc73484941,2020-11-20T22:29:04.252Z,"2km ENE of The Geysers, CA",earthquake,0.24,0.44,0.19,6,automatic,nc,nc
2020-11-20T19:56:20.220Z,38.8056679,-122.7583313,0.29,0.56,md,8,162,0.00515,0.04,nc,nc73484936,2020-11-20T19:57:58.395Z,"3km N of The Geysers, CA",earthquake,0.44,0.76,,1,automatic,nc,nc
2020-11-20T19:52:41.940Z,38.7820015,-122.7268295,1.39,1.71,md,14,76,0.007832,0.02,nc,nc73484931,2020-11-21T03:55:23.860Z,"3km ENE of The Geysers, CA",earthquake,0.28,0.51,0.2,4,automatic,nc,nc
2020-11-20T19:51:10.610Z,38.7946663,-122.7275009,2.38,1.03,md,9,116,0.0135,0.01,nc,nc73484921,2020-11-20T20:22:05.527Z,"3km S of Cobb, CA",earthquake,1.8,0.83,,1,automatic,nc,nc
2020-11-20T19:50:37.710Z,38.7888336,-122.7249985,1.71,3.16,ml,61,38,0.0272,0.07,nc,nc73484926,2020-11-24T18:39:51.880Z,"3km ENE of The Geysers, CA",earthquake,0.16,0.28,0.479,9,automatic,nc,nc
2020-11-20T19:42:53.370Z,36.1126667,-117.8513333,4.61,1.09,ml,18,81,0.005674,0.07,ci,ci39471847,2020-11-20T21:47:38.417Z,"12km NE of Coso Junction, CA",earthquake,0.11,0.13,0.273,12,reviewed,ci,ci
2020-11-20T19:42:45.600Z,44.115,-123.036666666667,-0.37,1.43,ml,10,95,0.08996,0.22,uw,uw61692027,2020-11-24T19:35:22.030Z,"3 km SE of Coburg, Oregon",explosion,0.49,31.61,0.103457270511814,4,reviewed,uw,uw
2020-11-20T19:26:50.184Z,63.1789,-149.6463,91.6,1.3,ml,,,,0.24,ak,ak020ext4odz,2020-11-20T20:57:04.244Z,"42 km SW of Cantwell, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-11-20T19:24:05.589Z,34.255,-96.41066667,0,1.51,ml,23,248,0.2096588578,0.24,ok,ok2020wvlk,2020-11-20T20:14:47.759Z,"12 km NNW of Kenefic, Oklahoma",quarry blast,,1.1,0.21,4,reviewed,ok,ok
2020-11-20T19:19:18.620Z,63.558,-147.3013,0.8,1.8,ml,,,,0.61,ak,ak020ext3512,2020-11-20T19:22:45.849Z,"82 km ESE of McKinley Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-20T19:09:18.730Z,37.6396667,-118.9333333,5.38,0.44,md,17,72,0.02663,0.07,nc,nc73484911,2020-11-20T21:57:06.092Z,"4km E of Mammoth Lakes, CA",earthquake,0.27,0.49,0.325,14,reviewed,nc,nc
2020-11-20T19:07:58.920Z,35.458,-97.11933333,7.76,1.16,ml,34,74,0.1133777514,0.15,ok,ok2020wvkw,2020-11-23T16:35:06.135Z,"3 km NW of McLoud, Oklahoma",earthquake,,0.4,0.25,11,reviewed,ok,ok
2020-11-20T19:07:21.010Z,33.0576667,-114.9728333,-0.2,1.41,ml,13,64,0.08533,0.24,ci,ci39471807,2020-11-20T21:44:51.155Z,"46km NNW of Los Algodones, B.C., MX",quarry blast,0.53,31.61,0.024,3,reviewed,ci,ci
2020-11-20T19:04:59.180Z,36.2213333,-117.881,6.92,1.4,ml,32,46,0.1057,0.16,ci,ci39471799,2020-11-20T21:16:11.480Z,"13km ESE of Olancha, CA",earthquake,0.26,0.68,0.152,20,reviewed,ci,ci
2020-11-20T18:59:22.150Z,38.7903328,-122.7263336,2.07,0.96,md,15,94,0.01078,0.01,nc,nc73484901,2020-11-20T19:00:59.088Z,"3km ENE of The Geysers, CA",earthquake,0.28,0.85,0.06,4,automatic,nc,nc
2020-11-20T18:57:33.370Z,38.7981682,-122.7491684,1.77,0.66,md,9,98,0.008596,0.03,nc,nc73484896,2020-11-20T19:25:05.208Z,"2km NNE of The Geysers, CA",earthquake,0.44,0.89,0.07,2,automatic,nc,nc
2020-11-20T18:53:15.200Z,37.6383333,-118.9355,5.23,0.25,md,15,75,0.02787,0.06,nc,nc73484891,2020-11-20T21:50:04.710Z,"4km E of Mammoth Lakes, CA",earthquake,0.34,0.45,0.122,12,reviewed,nc,nc
2020-11-20T18:52:13.770Z,38.8113327,-122.8198318,2.85,0.87,md,17,60,0.007706,0.02,nc,nc73484886,2020-11-20T19:15:07.154Z,"7km NW of The Geysers, CA",earthquake,0.29,0.41,0.04,4,automatic,nc,nc
2020-11-20T18:51:55.900Z,33.9965,-116.9805,16.01,0.82,ml,28,51,0.06214,0.17,ci,ci39471783,2020-11-20T21:10:20.085Z,"7km E of Calimesa, CA",earthquake,0.23,0.72,0.153,20,reviewed,ci,ci
2020-11-20T18:44:34.140Z,37.6396667,-118.932,5.47,0.35,md,18,71,0.02577,0.04,nc,nc73484881,2020-11-20T21:42:34.019Z,"4km E of Mammoth Lakes, CA",earthquake,0.25,0.5,0.235,14,reviewed,nc,nc
2020-11-20T18:40:12.346Z,38.1214,-118.0486,6.8,1,ml,8,159.54,0.039,0.1156,nn,nn00785417,2020-11-21T02:28:08.793Z,"30 km S of Mina, Nevada",earthquake,,1.8,0.24,7,reviewed,nn,nn
2020-11-20T18:31:06.870Z,48.4798333333333,-123.252,21.06,1.01,ml,6,150,0.08264,0.04,uw,uw61692002,2020-11-20T21:27:45.140Z,"5 km NE of Oak Bay, Canada",earthquake,0.42,0.6,0.064057223389433,3,reviewed,uw,uw
2020-11-20T18:21:41.170Z,38.4745,-112.8408333,0.14,-0.08,md,7,235,0.0225,0.03,uu,uu60419047,2020-11-20T20:28:07.990Z,"17 km ENE of Milford, Utah",earthquake,0.63,31.61,0.623,2,reviewed,uu,uu
2020-11-20T18:21:35.670Z,38.4748333,-112.8418333,0.07,-0.7,md,5,232,0.02219,0.04,uu,uu60024159,2020-11-20T20:24:30.150Z,"17 km ENE of Milford, Utah",earthquake,0.85,31.61,0.64,2,reviewed,uu,uu
2020-11-20T18:18:35.539Z,38.1613,-117.8818,7.3,1.3,ml,20,70.09,0.008,0.157,nn,nn00785413,2020-11-21T02:28:07.393Z,"32 km SE of Mina, Nevada",earthquake,,0.7,0.2,7,reviewed,nn,nn
2020-11-20T18:14:34.130Z,37.8601667,-122.6155,4.71,1.28,md,17,147,0.0652,0.06,nc,nc73484871,2020-11-23T14:01:04.476Z,"3km W of Muir Beach, CA",earthquake,0.39,0.54,0.139,14,reviewed,nc,nc
2020-11-20T18:14:31.170Z,18.322,-67.3935,80,2.91,md,12,174,0.106,0.17,pr,pr2020325008,2020-11-20T19:51:09.040Z,"15 km W of Rincón, Puerto Rico",earthquake,1.18,1.17,0.06,5,reviewed,pr,pr
2020-11-20T18:12:53.439Z,34.386,-96.86183333,0,1.43,ml,20,162,0.4454125949,0.13,ok,ok2020wvjb,2020-11-23T18:06:00.367Z,"3 km WSW of Mill Creek, Oklahoma",quarry blast,,0.3,0.22,10,reviewed,ok,ok
2020-11-20T18:12:11.160Z,37.6358333,-118.9323333,4.96,1.58,md,20,80,0.02728,0.05,nc,nc73484861,2020-11-20T22:20:06.189Z,"4km E of Mammoth Lakes, CA",earthquake,0.36,0.56,0.153,12,reviewed,nc,nc
2020-11-20T18:11:07.240Z,37.6398333,-118.9273333,5.19,0.72,md,15,69,0.02277,0.05,nc,nc73484856,2020-11-20T21:08:59.180Z,"5km E of Mammoth Lakes, CA",earthquake,0.28,0.56,0.272,11,reviewed,nc,nc
2020-11-20T18:10:53.520Z,37.6381667,-118.9366667,4.12,0.32,md,10,76,0.02789,0.03,nc,nc73484866,2020-11-20T21:19:30.416Z,"4km E of Mammoth Lakes, CA",earthquake,0.45,1.04,0.251,9,reviewed,nc,nc
2020-11-20T18:09:29.060Z,38.1178,-117.9895,11.2,1,ml,12,125.69,0.034,0.28,nn,nn00785411,2020-11-20T18:20:00.940Z,"32 km SSE of Mina, Nevada",earthquake,,2.3,,,automatic,nn,nn
2020-11-20T18:08:33.390Z,38.9633333,-123.3813333,-0.46,1.5,md,11,80,0.03509,0.15,nc,nc73484851,2020-11-23T13:35:04.349Z,"5km SSW of Boonville, CA",earthquake,0.33,1.31,0.258,13,reviewed,nc,nc
2020-11-20T18:06:55.390Z,47.7098333,-113.8255,10.3,-0.19,ml,7,229,0.232,0.08,mb,mb80476789,2020-11-20T20:51:52.790Z,"18 km E of Finley Point, Montana",earthquake,1.06,2.31,,0,reviewed,mb,mb
2020-11-20T18:06:51.420Z,37.6365,-118.9286667,5.69,2.06,md,24,62,0.02583,0.02,nc,nc73484846,2020-11-21T02:11:04.378Z,"4km E of Mammoth Lakes, CA",earthquake,0.28,0.44,0.309,20,reviewed,nc,nc
2020-11-20T18:01:26.716Z,40.2834,142.3366,56.53,4.9,mb,,96,1.093,0.68,us,us6000cqy3,2020-11-21T07:06:02.861Z,"74 km ESE of Hachinohe, Japan",earthquake,6.4,6.4,0.047,153,reviewed,us,us
2020-11-20T17:58:10.000Z,19.1938323974609,-155.437835693359,33.1300010681152,1.82000005,md,33,153,,0.119999997,hv,hv72238307,2020-11-20T18:02:03.340Z,"4 km ESE of Pāhala, Hawaii",earthquake,0.72,1.00999999,0.970000029,7,automatic,hv,hv
2020-11-20T17:54:20.580Z,38.1615,-117.9105,12,1.1,ml,11,74.87,0.038,0.15,nn,nn00785407,2020-11-20T18:08:20.591Z,"30 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-11-20T17:42:01.170Z,38.185,-117.7448,10.7,1.1,ml,10,155.8,0.035,0.1,nn,nn00785405,2020-11-20T17:55:19.538Z,"39 km SE of Mina, Nevada",earthquake,,1.4,,,automatic,nn,nn
2020-11-20T17:33:39.590Z,37.6158333,-118.8618333,0.13,0.26,md,11,132,0.003276,0.08,nc,nc73484831,2020-11-20T21:27:06.870Z,"11km ESE of Mammoth Lakes, CA",earthquake,0.31,0.7,0.378,9,reviewed,nc,nc
2020-11-20T17:20:33.710Z,33.9475,-97.279,14.31,2.14,ml,19,116,0.09358163609,0.24,ok,ok2020wvhi,2020-11-20T17:41:19.563Z,"15 km W of Marietta, Oklahoma",earthquake,,1.3,0.21,10,reviewed,ok,ok
2020-11-20T17:19:59.520Z,33.4966667,-116.779,3.91,0.64,ml,23,45,0.02374,0.15,ci,ci39471663,2020-11-20T18:31:08.130Z,"10km NE of Aguanga, CA",earthquake,0.25,0.51,0.185,20,reviewed,ci,ci
2020-11-20T17:16:23.720Z,38.7804985,-122.7563324,-0.88,0.76,md,8,112,0.01223,0.04,nc,nc73484821,2020-11-20T17:17:58.127Z,"0km N of The Geysers, CA",earthquake,0.25,1.66,0.17,2,automatic,nc,nc
2020-11-20T17:14:53.040Z,38.7853317,-122.7214966,0.01,0.55,md,9,88,0.01208,0.05,nc,nc73484816,2020-11-20T17:16:28.083Z,"3km WNW of Anderson Springs, CA",earthquake,0.32,1.59,0.11,3,automatic,nc,nc
2020-11-20T17:07:08.217Z,-16.654,-173.7517,164.61,4.6,mb,,72,4.815,1,us,us6000cqwi,2020-11-20T17:27:23.040Z,"77 km S of Hihifo, Tonga",earthquake,10.9,6.9,0.037,223,reviewed,us,us
2020-11-20T17:06:42.850Z,17.9266,-66.951,10,2.51,md,13,229,0.0866,0.12,pr,pr2020325007,2020-11-20T17:24:09.268Z,"6 km SW of Guánica, Puerto Rico",earthquake,0.44,0.55,0.27,5,reviewed,pr,pr
2020-11-20T17:05:52.188Z,38.3473,-118.9208,15.3,2,ml,12,301.62,0.34,0.1394,nn,nn00785457,2020-11-21T02:28:30.073Z,"28 km ENE of Bridgeport, California",earthquake,,5.4,0,1,reviewed,nn,nn
2020-11-20T17:02:39.447Z,-18.1763,-70.0737,138.1,4.5,mwr,,95,0.32,0.84,us,us6000cqwe,2020-11-21T11:51:08.130Z,"Near the coast of Tarapaca, Chile",earthquake,6.6,4.9,,,reviewed,us,guc
2020-11-20T16:50:18.590Z,35.6881667,-117.5306667,6.83,1.2,ml,18,96,0.1384,0.15,ci,ci39471647,2020-11-20T18:30:38.492Z,"14km SW of Searles Valley, CA",earthquake,0.29,1.05,0.147,14,reviewed,ci,ci
2020-11-20T16:50:12.280Z,52.0453333333333,-176.085333333333,6.73,0.02,ml,6,107,,0.24,av,av91012623,2020-11-20T21:41:35.540Z,"42 km ENE of Adak, Alaska",earthquake,0.76,1.18,0.205597923767859,6,reviewed,av,av
2020-11-20T16:44:58.610Z,48.4896666666667,-123.235166666667,21.41,3,ml,20,60,0.09724,0.11,uw,uw61691992,2020-11-23T19:36:46.178Z,"6 km NE of Oak Bay, Canada",earthquake,0.28,0.52,0.122165307826328,13,reviewed,uw,uw
2020-11-20T16:41:37.768Z,-2.7391,128.8029,10,5,mb,,79,3.446,1.38,us,us6000cqvv,2020-11-20T17:01:09.040Z,"67 km N of Amahai, Indonesia",earthquake,7.6,1.9,0.123,21,reviewed,us,us
2020-11-20T16:24:07.436Z,63.5471,-149.8444,119.3,2.8,ml,,,,0.46,ak,ak020exrbvvy,2020-11-20T21:21:36.040Z,"47 km WNW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-20T16:22:49.570Z,35.6831667,-117.5265,9.28,1.62,ml,40,68,0.1098,0.13,ci,ci39471623,2020-11-20T21:30:28.200Z,"14km SW of Searles Valley, CA",earthquake,0.14,0.42,0.153,22,reviewed,ci,ci
2020-11-20T16:22:45.550Z,35.6836667,-117.5261667,10.39,0.98,ml,24,97,0.1101,0.09,ci,ci39471615,2020-11-20T21:13:41.302Z,"14km SW of Searles Valley, CA",earthquake,0.17,0.37,0.109,3,reviewed,ci,ci
2020-11-20T16:22:07.030Z,38.1573,-117.8865,9.6,1.8,ml,14,112.72,0.013,0.02,nn,nn00785401,2020-11-20T16:41:58.622Z,"32 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-11-20T16:09:54.380Z,36.1823349,-120.7366638,8.08,1.59,md,8,197,0.06207,0.03,nc,nc73484801,2020-11-20T17:13:04.448Z,"24km NE of San Ardo, CA",earthquake,0.94,0.54,0.19,4,automatic,nc,nc
2020-11-20T16:08:09.156Z,-2.7556,128.8173,10,4.3,mb,,115,3.431,0.79,us,us6000cqvg,2020-11-20T20:47:30.040Z,"65 km N of Amahai, Indonesia",earthquake,10.5,1.9,0.168,10,reviewed,us,us
2020-11-20T16:05:04.682Z,-2.7143,128.9376,10,4.5,mb,,63,3.313,0.83,us,us6000cqvc,2020-11-20T20:45:38.040Z,"69 km N of Amahai, Indonesia",earthquake,6.8,1.9,0.118,21,reviewed,us,us
2020-11-20T16:03:47.470Z,17.8526,-66.8101,10,2.07,md,4,326,0.1406,0.16,pr,pr2020325006,2020-11-20T16:27:21.372Z,"15 km S of Indios, Puerto Rico",earthquake,4.39,8.6,0.04,2,reviewed,pr,pr
2020-11-20T15:56:08.650Z,19.2396659851074,-155.417831420898,32.9199981689453,2.35,ml,47,111,,0.109999999,hv,hv72238197,2020-11-20T21:22:48.483Z,"7 km ENE of Pāhala, Hawaii",earthquake,0.61,0.699999988,0.24,15,automatic,hv,hv
2020-11-20T15:53:21.590Z,33.989,-117.1685,9.93,0.61,ml,33,92,0.1307,0.16,ci,ci39471583,2020-11-20T19:40:37.145Z,"8km S of Redlands, CA",earthquake,0.23,0.62,0.074,9,reviewed,ci,ci
2020-11-20T15:45:06.520Z,35.8601667,-117.6848333,8.19,0.68,ml,9,80,0.08296,0.05,ci,ci39471575,2020-11-20T18:31:23.108Z,"22km ESE of Little Lake, CA",earthquake,0.19,0.55,0.144,6,reviewed,ci,ci
2020-11-20T15:39:35.000Z,36.35483333,-97.35733333,7.13,0.87,ml,39,82,0.09808075321,0.29,ok,ok2020wvdz,2020-11-23T17:54:43.471Z,"9 km NW of Perry, Oklahoma",earthquake,,0.8,0.22,15,reviewed,ok,ok
2020-11-20T15:35:30.090Z,38.2045,-117.7428,11.3,1.4,ml,12,98.13,0.034,0.02,nn,nn00785398,2020-11-20T15:43:59.971Z,"38 km ESE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-20T15:29:55.100Z,35.6073333,-117.5958333,2.11,0.75,ml,11,113,0.1456,0.14,ci,ci39471543,2020-11-20T18:31:31.151Z,"7km ESE of Ridgecrest, CA",earthquake,0.34,0.65,0.212,9,reviewed,ci,ci
2020-11-20T15:14:40.950Z,36.577,-121.0555,4.48,1.15,md,16,126,0.01291,0.15,nc,nc73484796,2020-11-23T13:10:06.222Z,"9km ENE of Pinnacles, CA",earthquake,0.69,0.53,0.176,10,reviewed,nc,nc
2020-11-20T15:12:23.747Z,38.6071,-118.2172,6,1.7,ml,24,70.47,0.171,0.1603,nn,nn00785395,2020-11-21T02:28:05.845Z,"25 km NNW of Mina, Nevada",earthquake,,1.2,0.35,10,reviewed,nn,nn
2020-11-20T14:53:31.190Z,33.9933333,-117.1715,9.94,0.68,ml,38,48,0.04585,0.15,ci,ci39471519,2020-11-20T20:40:29.113Z,"7km S of Redlands, CA",earthquake,0.18,0.44,0.14,11,reviewed,ci,ci
2020-11-20T14:43:18.750Z,38.828167,-122.7563324,0.06,1,md,20,190,0.01085,0.06,nc,nc73484781,2020-11-20T15:31:04.873Z,"3km WNW of Cobb, CA",earthquake,0.49,0.4,0.1,4,automatic,nc,nc
2020-11-20T14:43:03.790Z,38.182,-117.7858,6.7,1.5,ml,23,117.43,0.078,0.19,nn,nn00785390,2020-11-20T14:46:22.524Z,"36 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-20T14:34:23.450Z,39.778,-123.3396667,9.49,1.71,md,21,90,0.1133,0.14,nc,nc73484776,2020-11-23T12:21:56.099Z,"8km WSW of Covelo, CA",earthquake,0.22,0.56,0.16,23,reviewed,nc,nc
2020-11-20T14:28:17.530Z,33.8788333,-119.3856667,5.67,1.7,ml,11,196,0.1373,0.32,ci,ci39471487,2020-11-20T23:27:42.195Z,"21km SE of Santa Cruz Is. (E end), CA",earthquake,1.09,31.61,0.128,9,reviewed,ci,ci
2020-11-20T14:18:19.620Z,47.7381666666667,-120.202666666667,1.48,0.79,ml,9,69,0.1267,0.08,uw,uw61691987,2020-11-20T17:39:56.530Z,"6 km N of Entiat, Washington",earthquake,0.29,3.05,0.075387976238713,6,reviewed,uw,uw
2020-11-20T14:04:52.920Z,18.0663,-66.4668,22,1.81,md,4,240,0.1127,0.46,pr,pr2020325005,2020-11-20T16:09:28.596Z,"3 km N of Río Cañas Abajo, Puerto Rico",earthquake,4.3,5.14,0.05,3,reviewed,pr,pr
2020-11-20T13:59:48.600Z,36.1415,-89.7223333,11.58,2.48,md,57,32,0.02704,0.1,nm,nm60315457,2020-11-24T13:44:16.040Z,"southeastern Missouri",earthquake,0.13,0.34,0.101,44,reviewed,nm,nm
2020-11-20T13:44:00.542Z,38.1727,-117.8009,7.9,2.2,ml,27,63.86,0.057,0.1271,nn,nn00785384,2020-11-21T02:28:04.016Z,"36 km SE of Mina, Nevada",earthquake,,0.7,0.34,12,reviewed,nn,nn
2020-11-20T13:43:21.010Z,35.7156667,-117.5035,3.96,0.84,ml,10,166,0.1258,0.15,ci,ci39471471,2020-11-20T18:33:52.395Z,"11km WSW of Searles Valley, CA",earthquake,0.56,1.11,0.148,9,reviewed,ci,ci
2020-11-20T13:42:14.720Z,44.453,-115.2113333,7.28,2.07,ml,12,80,0.3,0.17,mb,mb80476749,2020-11-20T15:56:35.130Z,"34 km NW of Stanley, Idaho",earthquake,0.39,0.97,0.302,13,reviewed,mb,mb
2020-11-20T13:34:03.580Z,38.1887,-117.7745,4.5,0.8,ml,10,125.66,0.065,0.09,nn,nn00785382,2020-11-20T13:42:18.670Z,"36 km SE of Mina, Nevada",earthquake,,5.5,,,automatic,nn,nn
2020-11-20T13:09:41.720Z,33.5196667,-116.7408333,3.95,0.3,ml,27,39,0.04571,0.18,ci,ci39471455,2020-11-20T19:09:59.452Z,"7km WSW of Anza, CA",earthquake,0.18,0.38,0.182,14,reviewed,ci,ci
2020-11-20T13:04:02.590Z,33.469,-116.5588333,12.02,0.25,ml,26,47,0.04439,0.13,ci,ci39471447,2020-11-20T18:58:08.377Z,"14km SE of Anza, CA",earthquake,0.2,0.45,0.225,13,reviewed,ci,ci
2020-11-20T13:03:36.380Z,38.169,-117.8527,6.8,1.4,ml,17,108.38,0.01,0.1,nn,nn00785379,2020-11-20T13:36:00.197Z,"33 km SE of Mina, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-11-20T12:53:59.290Z,38.7480011,-122.7020035,1.44,0.95,md,9,138,0.02026,0.02,nc,nc73484741,2020-11-20T13:47:05.234Z,"3km SSW of Anderson Springs, CA",earthquake,0.41,0.61,0.02,4,automatic,nc,nc
2020-11-20T12:53:16.810Z,32.7465,-115.8266667,4.34,1.7,ml,22,54,0.1274,0.19,ci,ci39471439,2020-11-20T18:34:19.900Z,"16km E of Ocotillo, CA",earthquake,0.33,1.21,0.232,28,reviewed,ci,ci
2020-11-20T12:52:22.840Z,38.8023338,-122.8236694,2.64,0.32,md,11,79,0.01263,0.02,nc,nc73484736,2020-11-20T13:22:05.075Z,"6km WNW of The Geysers, CA",earthquake,0.37,0.92,0.25,2,automatic,nc,nc
2020-11-20T12:43:15.028Z,-39.4167,174.9597,139.11,4.8,mb,,63,0.906,0.71,us,us6000cqrw,2020-11-20T12:59:45.040Z,"55 km NE of Patea, New Zealand",earthquake,5.2,6.6,0.105,28,reviewed,us,us
2020-11-20T12:42:02.650Z,17.893,-66.9486,11,2.18,md,10,245,0.1075,0.3,pr,pr2020325004,2020-11-20T13:07:05.556Z,"9 km SSW of Guánica, Puerto Rico",earthquake,1.63,1.11,0.09,5,reviewed,pr,pr
2020-11-20T12:40:53.689Z,36.36,-97.37416667,5,1.15,ml,41,63,0.1502705118,0.28,ok,ok2020wuyc,2020-11-23T16:25:19.330Z,"10 km NW of Perry, Oklahoma",earthquake,,0.8,0.21,18,reviewed,ok,ok
2020-11-20T12:37:10.325Z,59.7103,-152.4203,68.7,1.8,ml,,,,0.67,ak,ak020exp0xzy,2020-11-20T12:41:07.903Z,"33 km WSW of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-20T12:36:08.300Z,61.5634,-149.7899,34.5,1.6,ml,,,,0.54,ak,ak020exp0q68,2020-11-20T12:42:48.226Z,"7 km SSE of Houston, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-20T12:32:15.116Z,61.7259,-151.8484,89,2.2,ml,,,,0.6,ak,ak020exozvrz,2020-11-20T12:44:28.556Z,"37 km SW of Skwentna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-20T12:26:59.290Z,38.2483,-117.7332,1.6,1,ml,12,81.87,0.048,0.29,nn,nn00785376,2020-11-20T13:04:39.666Z,"36 km ESE of Mina, Nevada",earthquake,,22.6,,,automatic,nn,nn
2020-11-20T12:26:07.590Z,33.5756667,-116.597,13.88,0.3,ml,24,70,0.02247,0.1,ci,ci39471415,2020-11-20T20:55:52.268Z,"8km ENE of Anza, CA",earthquake,0.21,0.3,0.179,13,reviewed,ci,ci
2020-11-20T12:25:59.620Z,60.3851,-152.4252,92.7,1.8,ml,,,,0.39,ak,ak020exoykdd,2020-11-20T12:34:26.259Z,"56 km NW of Ninilchik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-20T12:09:55.058Z,40.7725,-115.0824,2.6,1.6,ml,4,205.2,0.122,0.1371,nn,nn00785451,2020-11-21T02:28:28.871Z,"33 km E of Lamoille, Nevada",earthquake,,3,0.74,2,reviewed,nn,nn
2020-11-20T12:00:10.670Z,19.1861667633057,-155.413833618164,33.5400009155273,1.78999996,md,32,168,,0.109999999,hv,hv72237857,2020-11-20T12:03:28.480Z,"7 km ESE of Pāhala, Hawaii",earthquake,0.66,0.819999993,0.589999974,3,automatic,hv,hv
2020-11-20T11:52:50.010Z,37.576,-118.9216667,7.62,0.49,md,10,147,0.0364,0.04,nc,nc73484726,2020-11-20T16:48:06.298Z,"8km SE of Mammoth Lakes, CA",earthquake,0.33,0.79,0.312,9,reviewed,nc,nc
2020-11-20T11:49:22.530Z,33.9841667,-116.7935,16.78,1.07,ml,47,41,0.05222,0.16,ci,ci39471399,2020-11-20T20:46:48.865Z,"7km N of Cabazon, CA",earthquake,0.17,0.42,0.093,26,reviewed,ci,ci
2020-11-20T11:43:36.570Z,19.2075004577637,-155.394332885742,32.4700012207031,2.21,ml,49,164,,0.140000001,hv,hv72237842,2020-11-20T12:31:52.040Z,"8 km E of Pāhala, Hawaii",earthquake,0.52,0.800000012,2.68,11,automatic,hv,hv
2020-11-20T11:42:21.463Z,39.628,-119.8045,10.7,0.9,ml,13,78.35,0.044,0.0983,nn,nn00785373,2020-11-21T02:27:59.768Z,"2 km NE of Golden Valley, Nevada",earthquake,,0.8,0.43,8,reviewed,nn,nn
2020-11-20T11:36:19.370Z,38.2217,-117.7765,1.1,0.8,ml,14,112.14,0.058,0.12,nn,nn00785370,2020-11-20T11:43:19.214Z,"34 km ESE of Mina, Nevada",earthquake,,7,,,automatic,nn,nn
2020-11-20T11:32:32.200Z,38.1782,-117.9108,12.5,1.2,ml,14,104.09,0.044,0.15,nn,nn00785367,2020-11-20T11:37:19.602Z,"29 km SE of Mina, Nevada",earthquake,,0.9,,,automatic,nn,nn
2020-11-20T11:28:20.280Z,46.8676667,-112.5218333,12.97,1,ml,14,61,0.045,0.13,mb,mb80476744,2020-11-20T15:41:36.440Z,"15 km SE of Lincoln, Montana",earthquake,0.4,0.62,0.131,6,reviewed,mb,mb
2020-11-20T11:23:56.780Z,38.1732,-117.7132,8.8,1.1,ml,13,110.81,0.061,0.19,nn,nn00785363,2020-11-20T11:33:39.295Z,"42 km SE of Mina, Nevada",earthquake,,4.9,,,automatic,nn,nn
2020-11-20T11:22:16.400Z,19.3856658935547,-155.233673095703,2.53999996185303,1.89,ml,21,98,,0.25,hv,hv72237817,2020-11-20T11:27:45.980Z,"6 km S of Volcano, Hawaii",earthquake,0.38,0.370000005,0.25,12,automatic,hv,hv
2020-11-20T11:10:20.200Z,38.1672,-117.8427,8.5,1.5,ml,21,73.72,0.018,0.09,nn,nn00785360,2020-11-20T11:25:20.274Z,"34 km SE of Mina, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-11-20T11:08:02.480Z,35.907,-117.685,8.83,0.47,ml,20,75,0.04955,0.1,ci,ci39471391,2020-11-20T20:06:36.143Z,"20km E of Little Lake, CA",earthquake,0.15,0.38,0.093,6,reviewed,ci,ci
2020-11-20T11:03:57.410Z,41.6318333,-111.6858333,12.97,0.05,md,7,95,0.08752,0.06,uu,uu60024149,2020-11-20T17:44:57.260Z,"12 km ESE of Millville, Utah",earthquake,0.61,1.06,0.316,4,reviewed,uu,uu
2020-11-20T11:03:09.120Z,38.1602,-117.8643,9.5,0.6,ml,11,107.41,0.019,0.01,nn,nn00785358,2020-11-20T11:11:38.762Z,"33 km SE of Mina, Nevada",earthquake,,5.9,,,automatic,nn,nn
2020-11-20T11:03:08.620Z,41.6346667,-111.6823333,11.11,0.9,md,14,93,0.09129,0.08,uu,uu60419037,2020-11-20T17:38:44.550Z,"12 km ESE of Millville, Utah",earthquake,0.34,0.83,0.207,12,reviewed,uu,uu
